id,keyword,scraped_url,content_type,title,task_id,source_file,created_at,cloudflarer2_url,cloudflarer2_key
246,CFB boiler startup problem fix,https://www.youtube.com/watch?v=OZa6BU8EJ3I,youtube,Circulating Fluidized Bed Boiler Corrosion and Erosion Mitigation - Expert View,task_1762411662.155446,keywords1.csv,2025-11-06T06:48:58.870630,,
247,CFB boiler startup problem fix,https://www.youtube.com/watch?v=yytNCZlmZXE,youtube,Scrubgrass Boiler Repair Video,task_1762411662.155446,keywords1.csv,2025-11-06T06:48:58.903265,,
248,CFB boiler startup problem fix,https://image.slidesharecdn.com/cfbboilerbasicdesignoperationandmaintenance-130421215807-phpapp02/75/Cfb-boiler-basic-design-operation-and-maintenance-10-2048.jpg,image,"Cfb boiler basic design, operation and maintenance | PDF | Geology ...",task_1762411662.155446,keywords1.csv,2025-11-06T06:48:59.776789,,images/CFB_boiler_startup_problem_fix_image_479fce97.jpg
249,CFB boiler startup problem fix,https://im01.itaiwantrade.com/1fc3d592-b9f0-4b46-b02c-cde250612f44/CFB_BOILER_2.jpg,image,CFB BOILER | Taiwantrade.com,task_1762411662.155446,keywords1.csv,2025-11-06T06:49:01.928694,,images/CFB_boiler_startup_problem_fix_image_443afca2.jpg
257,BFB boiler operation manual PDF,https://www.youtube.com/shorts/fZIdG3-KdfQ,youtube,order geyser  call - 7058437155 #geyser #heater #instantgeyser,task_1762413369.82215,keywords1.csv,2025-11-06T07:16:22.278097,,
258,BFB boiler operation manual PDF,https://www.youtube.com/shorts/F-xEQH_PFTY,youtube,VFD Connection with 3-phase Induction Motor,task_1762413369.82215,keywords1.csv,2025-11-06T07:16:47.853411,,
259,BFB boiler operation manual PDF,https://www.5startoolboxstore.com/wp-content/uploads/2023/01/BFB-boiler-burners-1-1-scaled.jpg,image,BFB boiler burners – www.5startoolboxstore.com,task_1762413369.82215,keywords1.csv,2025-11-06T07:17:03.567737,,images/BFB_boiler_operation_manual_PDF_image_2b3b285d.jpg
260,BFB boiler performance calculation video,https://i1.rgstatic.net/publication/267621836_Comparing_Boiler_Efficiency_Calculation_Methods/links/57bb168808ae9fdf82ef01c7/largepreview.png,image,(PDF) Comparing Boiler Efficiency Calculation Methods,task_1762413933.436519,keywords1.csv,2025-11-06T07:25:46.248885,,
261,BFB boiler performance calculation video,https://www.capnor.com/uploads/drive/main_22.jpg,image,BFB boiler - Capnor Case Study,task_1762413933.436519,keywords1.csv,2025-11-06T07:25:47.273662,,images/BFB_boiler_performance_calculation_video_image_428199d8.jpg
306,Superior 4-pass boiler system overview,https://www.youtube.com/watch?v=-eVppty7x7A,youtube,Used- Superior Boiler Works Mohawk Boiler - stock # 45421001,task_1762417804.845314,keywords1.csv,2025-11-06T08:30:15.461639,,
307,Superior 4-pass boiler system overview,https://www.youtube.com/watch?v=E1l5ZngAyyU,youtube,Fire tube Boiler System,task_1762417804.845314,keywords1.csv,2025-11-06T08:30:46.283795,,
308,Fulton FB-S boiler instrumentation tutorial,https://www.youtube.com/watch?v=eKq6j8VpCDc,youtube,Green Training: Steam Boiler,task_1762417804.845314,keywords1.csv,2025-11-06T08:31:03.359388,,
309,Fire tube boiler heat balance analysis,https://www.youtube.com/watch?v=Z_Cf6pyRgGY,youtube,GATE PPE Boiler Analysis steam cycle,task_1762417804.845314,keywords1.csv,2025-11-06T08:31:46.278793,,
310,Boiler reheater tube crack troubleshooting,https://www.youtube.com/watch?v=jRlVUqlCAU0,youtube,Analysis of boiler tube failure,task_1762418349.505035,keywords1.csv,2025-11-06T08:39:28.446442,,
311,Boiler reheater tube crack troubleshooting,https://www.youtube.com/watch?v=15Dmzpr0Rfk,youtube,"Lecture on Boiler tube failure and remedies by Dr  Debashis Ghosh , Part 1",task_1762418349.505035,keywords1.csv,2025-11-06T08:40:19.902430,,
312,Ultra supercritical pressure drop troubleshooting,https://www.youtube.com/watch?v=fRv4lWuGzaA,youtube,What's the difference between Subcritical and Supercritical Power Plant,task_1762418571.163194,keywords1.csv,2025-11-06T08:43:09.421693,,
313,Boiler efficiency loss diagnosis USC,https://www.youtube.com/watch?v=VIEzfbwB6yE,youtube,Fitness Tips : How to Become an Athletic Trainer,task_1762418571.163194,keywords1.csv,2025-11-06T08:45:21.193734,,
314,Ultra supercritical boiler manufacturer brochure,https://www.youtube.com/watch?v=YLxiOTY1v6w,youtube,"SubCritical, Supercritical, and UltraSupercritical Boilers - Video Course Sample",task_1762418571.163194,keywords1.csv,2025-11-06T08:45:48.065898,,
315,Ultra supercritical boiler manufacturer brochure,https://www.youtube.com/watch?v=VrbHCfCcw48,youtube,Dry And Wet Mode in Supercritical Boiler,task_1762418571.163194,keywords1.csv,2025-11-06T08:46:07.427145,,
316,USC boiler maintenance guide PDF,https://www.youtube.com/watch?v=jIl1H05r5DI,youtube,temperature controller settings Tc203 Only Rotary Oven,task_1762419784.415153,keywords1.csv,2025-11-06T09:03:11.183906,,
317,Ultra supercritical power plant overview,https://www.youtube.com/watch?v=gQvWRFevdHo,youtube,"INDIA'S First Ultra Super Critical Power Plant - NTPC Khargone, Madhya Pradesh",task_1762419784.415153,keywords1.csv,2025-11-06T09:03:17.320075,,
318,Ultra supercritical power plant overview,https://www.youtube.com/watch?v=SyiHFhOcQ7M,youtube,Basic Concept of Ultra Super Critical Thermal Power Plant (Part-01) I Mithun Mahali,task_1762419784.415153,keywords1.csv,2025-11-06T09:03:25.850394,,
319,USC boiler documentation and components,https://www.youtube.com/watch?v=QAVP4i_F1ZY,youtube,Shocking Video : Disco on Horse,task_1762419784.415153,keywords1.csv,2025-11-06T09:03:32.843397,,
320,Ultra supercritical boiler operation tutorial,https://www.youtube.com/watch?v=EES-qWYomh0,youtube,Ultra supercritical Boilers,task_1762419784.415153,keywords1.csv,2025-11-06T09:03:45.141280,,
321,Ultra supercritical boiler operation tutorial,https://www.youtube.com/watch?v=gGnz849ED4M,youtube,Rankine Cycle Of Supercritical Boiler,task_1762419784.415153,keywords1.csv,2025-11-06T09:03:50.772072,,
322,CFB boiler cyclone failure case,https://www.youtube.com/watch?v=YCm4F1LV1tU,youtube,Air nozzle,task_1762419784.415153,keywords1.csv,2025-11-06T09:03:58.088856,,
323,CFB boiler cyclone failure case,https://www.youtube.com/watch?v=4Axyy-NVOuY,youtube,How CFB Boiler Maintenance and Reliability Affects Business Profitability,task_1762419784.415153,keywords1.csv,2025-11-06T09:04:04.502777,,
324,CFB boiler bed material blockage incident,https://www.youtube.com/watch?v=FnI0DL983k4,youtube,CFB Boiler Reliability,task_1762420102.055506,keywords1.csv,2025-11-06T09:08:27.672008,,
325,CFB boiler bed material blockage incident,https://www.youtube.com/watch?v=CfyWpjE0REU,youtube,cfbc boiler working principle,task_1762420102.055506,keywords1.csv,2025-11-06T09:08:47.623872,,
326,Boiler refractory damage in CFB plant,https://www.youtube.com/watch?v=RNW9N8s3k2Y,youtube,Cyclone Refractory damage coal fire  boilers on power plant,task_1762420102.055506,keywords1.csv,2025-11-06T09:09:17.635693,,
328,CFB boiler air distributor failure,https://www.youtube.com/watch?v=T6IcdLfV3G4,youtube,Fluidized Bed Boilers,task_1762420326.340196,keywords1.csv,2025-11-06T09:12:13.578241,,youtube/item_328_CFB_boiler_air_distributor_failure.mp4
329,CFB boiler air distributor failure,https://www.youtube.com/watch?v=CJqFE0R40I4,youtube,AFBC BOILER DRAIN,task_1762420326.340196,keywords1.csv,2025-11-06T09:14:37.848346,,youtube/item_329_CFB_boiler_air_distributor_failure.mp4
331,CFB boiler tube erosion accident,https://integratedglobal.com/wp-content/uploads/2021/07/PANELS.jpg,image,Maintenance-Free Specification Addresses Severe CFB Boiler Erosion ...,task_1762422315.56839,keywords1.csv,2025-11-06T09:45:26.963623,,
332,CFB boiler tube erosion accident,https://integratedglobal.com/wp-content/uploads/2021/07/pic-1024x810.jpg,image,Prevent CFB Boiler Tube Erosion - IGS Erosion Resistant HVTS Claddings,task_1762422315.56839,keywords1.csv,2025-11-06T09:45:27.965398,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/images/CFB_boiler_tube_erosion_accident_image_ae3609d0.jpg,images/CFB_boiler_tube_erosion_accident_image_ae3609d0.jpg
333,CFB boiler tube erosion accident,https://kirj.ee/public/oilshale_pdf/2011/issue_1s/Oil-2011-1-162-168.pdf,pdf,CATASTROPHIC WASTAGE OF TUBES IN FLUIDIZED ...,task_1762422315.56839,keywords1.csv,2025-11-06T09:45:38.216826,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/CFB_boiler_tube_erosion_accident_pdf_7ef9c0da.pdf,pdfs/CFB_boiler_tube_erosion_accident_pdf_7ef9c0da.pdf
334,CFB boiler tube erosion accident,https://usea.org/sites/default/files/102013_Techno-economic%20analysis%20of%20PC%20versus%20CFB%20combustion%20technology_ccc226.pdf,pdf,Techno-economic analysis of PC versus CFB combustion ...,task_1762422315.56839,keywords1.csv,2025-11-06T09:45:41.554003,,
335,CFB boiler particle circulation malfunction,https://www.youtube.com/watch?v=4MQVJ6qbRuE,youtube,Circulating Type Fluidized Bed Boilers,task_1762422315.56839,keywords1.csv,2025-11-06T09:45:45.709376,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/youtube/item_335_CFB_boiler_particle_circulation_malfunction.mp4,youtube/item_335_CFB_boiler_particle_circulation_malfunction.mp4
336,CFB boiler particle circulation malfunction,https://www.youtube.com/watch?v=km2zRR7SZyE,youtube,Circulating Fluidized Bed,task_1762422315.56839,keywords1.csv,2025-11-06T09:46:27.763338,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/youtube/item_336_CFB_boiler_particle_circulation_malfunction.mp4,youtube/item_336_CFB_boiler_particle_circulation_malfunction.mp4
337,CFB boiler particle circulation malfunction,http://dhbboiler.com/wp-content/uploads/2023/08/8-16-2.jpg,image,Advancements in Large-Scale Circulating Fluidized Bed Boiler (CFB ...,task_1762422315.56839,keywords1.csv,2025-11-06T09:47:08.816957,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/images/CFB_boiler_particle_circulation_malfunction_image_a04ae0eb.jpg,images/CFB_boiler_particle_circulation_malfunction_image_a04ae0eb.jpg
338,CFB boiler particle circulation malfunction,https://dhbboiler.com/wp-content/uploads/2023/09/9-1-2.jpg,image,Optimizing CFB Boiler Performance: Active Infusion Technology for Anti ...,task_1762422315.56839,keywords1.csv,2025-11-06T09:47:13.042616,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/images/CFB_boiler_particle_circulation_malfunction_image_22c2cfbd.jpg,images/CFB_boiler_particle_circulation_malfunction_image_22c2cfbd.jpg
339,CFB boiler particle circulation malfunction,https://mdpi-res.com/d_attachment/energies/energies-14-06162/article_deploy/energies-14-06162-v2.pdf,pdf,Effect of Connection Resistance between Cyclones and Backpass on Furnace Solids Suspension Density Profile and Circulation Rates in CFB,task_1762422315.56839,keywords1.csv,2025-11-06T09:47:26.880352,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/CFB_boiler_particle_circulation_malfunction_pdf_580965ea.pdf,pdfs/CFB_boiler_particle_circulation_malfunction_pdf_580965ea.pdf
340,CFB boiler particle circulation malfunction,https://mdpi-res.com/d_attachment/energies/energies-13-00376/article_deploy/energies-13-00376.pdf,pdf,Optimization of Fluidization State of a Circulating Fluidized Bed Boiler for Economical Operation,task_1762422315.56839,keywords1.csv,2025-11-06T09:48:09.972840,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/CFB_boiler_particle_circulation_malfunction_pdf_7f2800f2.pdf,pdfs/CFB_boiler_particle_circulation_malfunction_pdf_7f2800f2.pdf
341,CFB boiler ash handling problem,https://www.youtube.com/watch?v=wlPOMYxB64Q,youtube,"Ashveyor® - Macawber Engineering, Inc. Dense Phase Pneumatic Conveying Systems. Ash Handling",task_1762422315.56839,keywords1.csv,2025-11-06T09:48:18.880377,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/youtube/item_341_CFB_boiler_ash_handling_problem.mp4,youtube/item_341_CFB_boiler_ash_handling_problem.mp4
342,CFB boiler ash handling problem,https://www.youtube.com/watch?v=VRUAMDxDbQE,youtube,CFB boiler wind box leaks,task_1762422315.56839,keywords1.csv,2025-11-06T09:48:58.506698,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/youtube/item_342_CFB_boiler_ash_handling_problem.mp4,youtube/item_342_CFB_boiler_ash_handling_problem.mp4
343,CFB boiler ash handling problem,http://www.convergencetraining.com/Images/Courses/power-boiler-ash-handling-image2.jpg,image,Power Boiler Ash Handling Training,task_1762422315.56839,keywords1.csv,2025-11-06T09:49:41.646905,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/images/CFB_boiler_ash_handling_problem_image_d07859ac.jpg,images/CFB_boiler_ash_handling_problem_image_d07859ac.jpg
344,CFB boiler ash handling problem,https://www.conveyingtechno.in/wp-content/uploads/2020/11/2-1.jpg,image,"Ash Handling System for Boiler, Ash Handling Plant Manufacturer",task_1762422315.56839,keywords1.csv,2025-11-06T09:49:44.996517,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/images/CFB_boiler_ash_handling_problem_image_fb9887e3.jpg,images/CFB_boiler_ash_handling_problem_image_fb9887e3.jpg
345,CFB boiler ash handling problem,http://www.venus-boiler.com/technical_paper_pdf/Factors%20that%20affect%20CFBC%20panel%20erosion%20by%20K.K.Parthiban.pdf,pdf,FACTORS THAT AFFECT CFBC BOILER FURNACE TUBE ...,task_1762422315.56839,keywords1.csv,2025-11-06T09:49:57.205125,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/CFB_boiler_ash_handling_problem_pdf_acf53f82.pdf,pdfs/CFB_boiler_ash_handling_problem_pdf_acf53f82.pdf
346,CFB boiler ash handling problem,https://www.diva-portal.org/smash/get/diva2:1184398/FULLTEXT01.pdf,pdf,CFB boiler ash handling problem,task_1762422315.56839,keywords1.csv,2025-11-06T09:50:02.769116,,
347,CFB boiler pressure fluctuation case,https://www.youtube.com/watch?v=z06pEKA6XDg,youtube,Bernoulli's Principle,task_1762422315.56839,keywords1.csv,2025-11-06T09:50:11.518109,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/youtube/item_347_CFB_boiler_pressure_fluctuation_case.mp4,youtube/item_347_CFB_boiler_pressure_fluctuation_case.mp4
348,CFB boiler pressure fluctuation case,https://dhbboiler.com/wp-content/uploads/2023/09/9-13-air-preheater-CFB-boiler-600x429.jpg,image,Enhancing CFB Boiler Stability: 5 Vital Steps to Follow - DHB Boiler ...,task_1762422315.56839,keywords1.csv,2025-11-06T09:51:16.893008,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/images/CFB_boiler_pressure_fluctuation_case_image_fdd21c9e.jpg,images/CFB_boiler_pressure_fluctuation_case_image_fdd21c9e.jpg
349,CFB boiler pressure fluctuation case,https://research.chalmers.se/publication/526069/file/526069_Fulltext.pdf,pdf,Fluid dynamic regimes in circulating fluidized bed boilers— ...,task_1762422315.56839,keywords1.csv,2025-11-06T09:51:29.003914,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/CFB_boiler_pressure_fluctuation_case_pdf_f6c0dc24.pdf,pdfs/CFB_boiler_pressure_fluctuation_case_pdf_f6c0dc24.pdf
350,CFB boiler pressure fluctuation case,https://mdpi-res.com/d_attachment/energies/energies-15-07720/article_deploy/energies-15-07720.pdf,pdf,Discussion on the Feasibility of Deep Peak Regulation for Ultra-Supercritical Circulating Fluidized Bed Boiler,task_1762422315.56839,keywords1.csv,2025-11-06T09:51:50.566848,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/CFB_boiler_pressure_fluctuation_case_pdf_2be4a0ec.pdf,pdfs/CFB_boiler_pressure_fluctuation_case_pdf_2be4a0ec.pdf
351,CFB boiler furnace explosion analysis,https://www.youtube.com/watch?v=BaCcPcIjuYg,youtube,The Truth About Sand in Fluidized Bed Boilers – Boost Efficiency Instantly,task_1762422315.56839,keywords1.csv,2025-11-06T09:52:02.926103,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/youtube/item_351_CFB_boiler_furnace_explosion_analysis.mp4,youtube/item_351_CFB_boiler_furnace_explosion_analysis.mp4
352,CFB boiler furnace explosion analysis,https://www.youtube.com/watch?v=uqbdQXvwR-U,youtube,How Does a Biomass/Wood-fired Boiler Plant Work?,task_1762422315.56839,keywords1.csv,2025-11-06T09:53:12.611235,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/youtube/item_352_CFB_boiler_furnace_explosion_analysis.mp4,youtube/item_352_CFB_boiler_furnace_explosion_analysis.mp4
353,CFB boiler furnace explosion analysis,http://dhbboiler.com/wp-content/uploads/2022/07/CFB7.jpg,image,CFB Boiler - Industrial Boilers Manufacturer,task_1762422315.56839,keywords1.csv,2025-11-06T09:53:59.611006,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/images/CFB_boiler_furnace_explosion_analysis_image_08e963b4.jpg,images/CFB_boiler_furnace_explosion_analysis_image_08e963b4.jpg
354,CFB boiler furnace explosion analysis,https://www.researchgate.net/profile/Hui_Zhou20/publication/304108644/figure/fig5/AS:449307594760192@1484134686127/A-CFB-boiler-heating-surface_Q320.jpg,image,"3 CFB boiler furnace types. Note: (1) air distributor, (2) furnace, (3 ...",task_1762422315.56839,keywords1.csv,2025-11-06T09:54:01.697249,,
355,CFB boiler furnace explosion analysis,https://www.csb.gov/assets/1/6/husky_superior_refinery_report_2022-12-23_(1).pdf,pdf,FCC Unit Explosion and Asphalt Fire at Husky Superior ...,task_1762422315.56839,keywords1.csv,2025-11-06T09:54:06.402674,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/CFB_boiler_furnace_explosion_analysis_pdf_1a8e27c8.pdf,pdfs/CFB_boiler_furnace_explosion_analysis_pdf_1a8e27c8.pdf
356,CFB boiler furnace explosion analysis,http://article.isciencegroup.com/pdf/10380079.pdf,pdf,Summary of Cfb Boiler Cleaning Reform Technology,task_1762422315.56839,keywords1.csv,2025-11-06T09:54:13.030077,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/CFB_boiler_furnace_explosion_analysis_pdf_ebc7e1c4.pdf,pdfs/CFB_boiler_furnace_explosion_analysis_pdf_ebc7e1c4.pdf
357,Circulating fluidized bed combustion process,https://www.youtube.com/watch?v=HrMcTgzDuLA,youtube,Atmospheric Fluidized Bed Combustion,task_1762423935.584544,keywords1.csv,2025-11-06T10:12:29.789891,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/youtube/item_357_Circulating_fluidized_bed_combustion_process.mp4,youtube/item_357_Circulating_fluidized_bed_combustion_process.mp4
358,Circulating fluidized bed combustion process,https://www.youtube.com/watch?v=tCJmhYOstaA,youtube,Animation of Xinli boiler circulating fluidized bed,task_1762423935.584544,keywords1.csv,2025-11-06T10:13:21.291929,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/youtube/item_358_Circulating_fluidized_bed_combustion_process.mp4,youtube/item_358_Circulating_fluidized_bed_combustion_process.mp4
359,Circulating fluidized bed combustion process,https://vn-industry.com/wp-content/uploads/2023/12/Fluidized-Bed-Combustion-Boiler-Vnindustry-2-1024x665.png,image,Fluidized bed combustion boiler - Vn-Industry,task_1762423935.584544,keywords1.csv,2025-11-06T10:14:36.022044,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/images/Circulating_fluidized_bed_combustion_process_image_697f28fd.png,images/Circulating_fluidized_bed_combustion_process_image_697f28fd.png
360,Circulating fluidized bed combustion process,http://4.bp.blogspot.com/-8vlxXSBakhE/TijZACp9jXI/AAAAAAAAAIc/XIhmasXLA9w/s1600/Circulating+Fluidized+Bed+Combustion+Boilers+%2528CFBC%2529.jpg,image,Steam Boiler: Circulating Fluidized Bed Combustion Boilers (CFBC),task_1762423935.584544,keywords1.csv,2025-11-06T10:14:38.681619,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/images/Circulating_fluidized_bed_combustion_process_image_8078772a.jpg,images/Circulating_fluidized_bed_combustion_process_image_8078772a.jpg
361,Circulating fluidized bed combustion process,https://netl.doe.gov/projects/files/BiomassCombustioninaCirculatingFluidizedBedCombustorDOENETL2020.2148_091020%20.pdf,pdf,Biomass Combustion in a Circulating Fluidized Bed Combustor,task_1762423935.584544,keywords1.csv,2025-11-06T10:14:47.728482,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/Circulating_fluidized_bed_combustion_process_pdf_64b9bfa7.pdf,pdfs/Circulating_fluidized_bed_combustion_process_pdf_64b9bfa7.pdf
362,Circulating fluidized bed combustion process,https://usea.org/sites/default/files/042013_Developments%20in%20circulating%20fluidised%20bed%20combustion_ccc219.pdf,pdf,Developments in circulating fluidised bed combustion,task_1762423935.584544,keywords1.csv,2025-11-06T10:14:55.987684,,
363,CFB boiler air flow and cyclone design,https://www.researchgate.net/publication/363361796/figure/fig1/AS:11431281117607066@1675481514692/Process-flow-diagram-of-the-CFB-boiler_Q320.jpg,image,Process flow diagram of the CFB boiler | Download Scientific Diagram,task_1762423935.584544,keywords1.csv,2025-11-06T10:15:00.260827,,
364,CFB boiler air flow and cyclone design,https://www.researchgate.net/publication/363361796/figure/fig1/AS:11431281117607066@1675481514692/Process-flow-diagram-of-the-CFB-boiler.png,image,Process flow diagram of the CFB boiler | Download Scientific Diagram,task_1762423935.584544,keywords1.csv,2025-11-06T10:15:00.998560,,
365,CFB boiler air flow and cyclone design,https://pdfs.semanticscholar.org/60f5/5f71bd6d2a98f9e6abba9c3c64f3f933b50b.pdf,pdf,Numerical Study of the Gas–Solid Separation Performance of Axial Flow Cyclone Separators,task_1762423935.584544,keywords1.csv,2025-11-06T10:15:05.590765,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/CFB_boiler_air_flow_and_cyclone_design_pdf_f90f3442.pdf,pdfs/CFB_boiler_air_flow_and_cyclone_design_pdf_f90f3442.pdf
366,CFB boiler air flow and cyclone design,https://www.saimm.co.za/Conferences/IFSA2011/031-Gauvill%C3%A9.pdf,pdf,Achievable combustion efficiency with Alstom's CFB boilers ...,task_1762423935.584544,keywords1.csv,2025-11-06T10:15:19.759285,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/CFB_boiler_air_flow_and_cyclone_design_pdf_03b38f8e.pdf,pdfs/CFB_boiler_air_flow_and_cyclone_design_pdf_03b38f8e.pdf
367,Rentech HRSG operational fault diagnosis,https://images.squarespace-cdn.com/content/v1/59b93687f7e0abbcac1efcd3/1505547256467-KEE0NWAAMK1J5ZNUAOHL/Rentech+03+Qenos+RV1104-1.jpg,image,RENTECH BOILERS – Packaged & Modular Watertube Boilers & HRSGs — Apogee ...,task_1762452151.361704,keywords1.csv,2025-11-06T18:02:45.405457,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/images/Rentech_HRSG_operational_fault_diagnosis_image_d71fa675.jpg,images/Rentech_HRSG_operational_fault_diagnosis_image_d71fa675.jpg
368,Rentech HRSG operational fault diagnosis,https://i1.rgstatic.net/publication/362054018_Operational_Status_Monitoring_and_Fault_Diagnosis_System_of_Transformer_Equipment/links/62d4416b5aab971198b7203b/largepreview.png,image,(PDF) Operational Status Monitoring and Fault Diagnosis System of ...,task_1762452151.361704,keywords1.csv,2025-11-06T18:02:49.090851,,
369,Rentech HRSG operational fault diagnosis,https://gas.atco.com/content/dam/web/for-business/natural-gas/CHP_magazine.pdf,pdf,Combined Heat and Power,task_1762452151.361704,keywords1.csv,2025-11-06T18:02:56.624457,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/Rentech_HRSG_operational_fault_diagnosis_pdf_490ca7e9.pdf,pdfs/Rentech_HRSG_operational_fault_diagnosis_pdf_490ca7e9.pdf
370,Rentech HRSG operational fault diagnosis,https://www.abma.com/assets/docs/FINAL_ABMA_BGd_Web.pdf,pdf,BUYERS GUIDE,task_1762452151.361704,keywords1.csv,2025-11-06T18:03:01.576963,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/Rentech_HRSG_operational_fault_diagnosis_pdf_4edb67eb.pdf,pdfs/Rentech_HRSG_operational_fault_diagnosis_pdf_4edb67eb.pdf
371,Package boiler pressure fluctuation troubleshooting,https://www.youtube.com/watch?v=D9jtvsXJoGg,youtube,How to set hot water boiler pressure,task_1762452151.361704,keywords1.csv,2025-11-06T18:03:12.651902,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/youtube/item_371_Package_boiler_pressure_fluctuation_troubleshootin.mp4,youtube/item_371_Package_boiler_pressure_fluctuation_troubleshootin.mp4
372,Package boiler pressure fluctuation troubleshooting,https://www.youtube.com/watch?v=aMpHIoA3_OU,youtube,Deaerator Pressure Issues? Here’s How to Solve Them! Weekly Boiler TIp,task_1762452151.361704,keywords1.csv,2025-11-06T18:04:18.431657,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/youtube/item_372_Package_boiler_pressure_fluctuation_troubleshootin.mp4,youtube/item_372_Package_boiler_pressure_fluctuation_troubleshootin.mp4
373,Package boiler pressure fluctuation troubleshooting,https://www.caleffi.com/sites/default/files/media/external-file/Idronics_32_NA_Troubleshooting%20hydronic%20systems.pdf,pdf,Troubleshooting Hydronic Systems,task_1762452151.361704,keywords1.csv,2025-11-06T18:05:10.442860,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/Package_boiler_pressure_fluctuation_troubleshootin_pdf_27192f45.pdf,pdfs/Package_boiler_pressure_fluctuation_troubleshootin_pdf_27192f45.pdf
374,Package boiler pressure fluctuation troubleshooting,https://www.sterlingdeaerator.com/sdc_master_images/Files%20to%20Link%20to%20Website/troubleshooting.pdf,pdf,Troubleshooting Deaerators,task_1762452151.361704,keywords1.csv,2025-11-06T18:05:15.411572,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/Package_boiler_pressure_fluctuation_troubleshootin_pdf_ce4f9c68.pdf,pdfs/Package_boiler_pressure_fluctuation_troubleshootin_pdf_ce4f9c68.pdf
375,Package boiler tube corrosion maintenance,https://www.youtube.com/watch?v=_MgmeITdz88,youtube,Webinar: Industrial Boiler Corrosion Deposition Failures,task_1762452151.361704,keywords1.csv,2025-11-06T18:05:21.048022,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/youtube/item_375_Package_boiler_tube_corrosion_maintenance.mp4,youtube/item_375_Package_boiler_tube_corrosion_maintenance.mp4
376,Package boiler tube corrosion maintenance,https://www.youtube.com/watch?v=lbTgS8Zbc5E,youtube,Boiler Maintenance (Part-1),task_1762452151.361704,keywords1.csv,2025-11-06T18:06:32.674308,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/youtube/item_376_Package_boiler_tube_corrosion_maintenance.mp4,youtube/item_376_Package_boiler_tube_corrosion_maintenance.mp4
377,Package boiler tube corrosion maintenance,https://www.boilersmith.com/wp-content/uploads/2019/01/AppendixDTwelveWaystoAvoidBoilerTubeCorrosion20100504.pdf,pdf,12 Ways To Avoid Boiler Tube Corrosion,task_1762452151.361704,keywords1.csv,2025-11-06T18:07:14.985201,https://pub-57951bb0b40b4b43ab4269e87754d108.r2.dev/pdfs/Package_boiler_tube_corrosion_maintenance_pdf_f388340b.pdf,pdfs/Package_boiler_tube_corrosion_maintenance_pdf_f388340b.pdf
